seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Rk,Tm,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed
31329,2024,4610,Drew Eubanks,,C,26.0,6,NBA,PHO,75,1169.0,14.4,0.645,0.012,0.368,10.5,20.1,15.6,7.2,1.1,4.6,17.2,13.2,1.6,1.6,3.1,0.129,-2.0,0.8,-1.2,0.2,348,PHO,"$2,346,614","$2,654,644",,,,,"$5,001,258"
31331,2024,5045,Dru Smith,,SG,26.0,2,NBA,MIA,9,131.0,12.8,0.576,0.515,0.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,0.125,-1.8,3.2,1.4,0.1,438,MIA,"$1,801,769",,,,,,"$1,801,769"
31332,2024,4611,Duncan Robinson,,SF,29.0,6,NBA,MIA,68,1905.0,12.2,0.612,0.701,0.133,0.9,9.5,5.1,15.1,1.2,0.8,11.7,19.0,1.6,2.0,3.6,0.091,-0.5,-0.4,-0.9,0.6,89,MIA,"$18,154,000","$19,406,000","$19,888,000",,,,"$47,448,000"
31334,2024,4239,Dwight Powell,,C,32.0,10,NBA,DAL,63,836.0,14.5,0.716,0.028,0.84,12.7,15.2,14.0,12.4,1.5,2.1,18.1,9.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4,272,DAL,"$4,000,000","$4,000,000","$4,000,000",,,,"$8,000,000"
31335,2024,4829,Dylan Windler,,SF,27.0,4,NBA,TOT,17,108.0,14.2,0.717,0.9,0.0,2.9,13.4,8.1,12.3,0.9,0.0,6.3,12.5,0.3,0.0,0.3,0.14,1.7,-1.0,0.7,0.1,382,NYK,"$2,019,706",,,,,,"$2,019,706"
31336,2024,4829,Dylan Windler,,SF,27.0,4,NBA,NYK,3,7.0,15.5,0.75,1.0,0.0,0.0,16.1,8.0,20.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.238,3.7,3.8,7.4,0.0,382,NYK,"$2,019,706",,,,,,"$2,019,706"
31337,2024,4829,Dylan Windler,,SF,27.0,4,NBA,LAL,8,28.0,15.9,0.667,0.889,0.0,0.0,11.3,6.0,28.2,0.0,0.0,0.0,13.9,0.1,0.0,0.1,0.194,3.8,-0.6,3.2,0.0,382,NYK,"$2,019,706",,,,,,"$2,019,706"
31338,2024,4829,Dylan Windler,,SF,27.0,4,NBA,ATL,6,73.0,13.4,0.737,0.895,0.0,4.3,14.0,9.0,5.5,1.3,0.0,9.5,12.0,0.1,0.0,0.2,0.11,0.6,-1.6,-0.9,0.0,382,NYK,"$2,019,706",,,,,,"$2,019,706"
31339,2024,5046,Dyson Daniels,,PG,20.0,2,NBA,NOP,61,1358.0,12.0,0.529,0.434,0.17,5.1,14.1,9.7,15.4,3.1,1.8,15.0,12.6,0.7,2.2,2.9,0.103,-1.9,2.5,0.6,0.9,226,NOP,"$5,784,120","$6,059,520","$7,707,709",,,,"$11,843,640"
31340,2024,4392,Dāvis Bertāns,,PF,31.0,8,NBA,TOT,43,674.0,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1,98,CHO,"$17,000,000","$16,000,000",,,,,"$28,000,000"
31341,2024,4392,Dāvis Bertāns,,PF,31.0,8,NBA,OKC,15,91.0,17.3,0.675,0.923,0.577,2.5,9.4,6.1,12.2,1.6,3.1,3.0,16.0,0.3,0.1,0.4,0.229,3.2,0.8,4.0,0.1,98,CHO,"$17,000,000","$16,000,000",,,,,"$28,000,000"
31342,2024,4392,Dāvis Bertāns,,PF,31.0,8,NBA,CHO,28,583.0,10.7,0.57,0.846,0.087,1.3,8.7,4.9,6.5,1.9,1.4,7.3,17.7,0.2,0.3,0.4,0.034,-1.4,-0.8,-2.3,0.0,98,CHO,"$17,000,000","$16,000,000",,,,,"$28,000,000"
31343,2024,5139,E.J. Liddell,,PF,23.0,1,NBA,NOP,8,23.0,4.3,0.291,0.833,0.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,437,NOP,"$1,801,769","$2,120,693","$2,301,587",,,,"$3,922,462"
31345,2024,3815,Eric Gordon,,SG,35.0,16,NBA,PHO,68,1893.0,10.8,0.58,0.642,0.104,1.0,6.0,3.6,10.0,1.7,1.4,10.2,16.5,1.0,1.5,2.5,0.063,-1.3,-0.5,-1.7,0.1,300,PHO,"$3,196,448","$3,356,271",,,,,"$3,196,448"
31347,2024,4086,Evan Fournier,,SG,31.0,12,NBA,TOT,32,580.0,8.5,0.464,0.588,0.163,0.9,10.4,5.6,11.6,2.4,1.0,8.1,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3,81,DET,"$18,857,143","$19,000,000",,,,,"$37,857,143"
31348,2024,4086,Evan Fournier,,SG,31.0,12,NBA,NYK,3,39.0,2.2,0.287,0.75,0.1,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1,81,DET,"$18,857,143","$19,000,000",,,,,"$37,857,143"
31349,2024,4086,Evan Fournier,,SG,31.0,12,NBA,DET,29,541.0,8.9,0.482,0.572,0.169,1.0,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0.0,0.002,-4.2,0.3,-3.8,-0.3,81,DET,"$18,857,143","$19,000,000",,,,,"$37,857,143"
31350,2024,4931,Evan Mobley,,PF,22.0,3,NBA,CLE,50,1532.0,20.1,0.626,0.107,0.31,8.2,25.9,17.2,15.9,1.5,4.2,12.5,20.6,2.8,2.7,5.5,0.174,0.9,2.0,2.9,1.9,175,CLE,"$8,882,640","$11,227,657",,,,,"$20,110,297"
31351,2024,5141,Filip Petrušev,,C,23.0,1,NBA,TOT,3,10.0,5.1,0.521,0.0,1.0,0.0,11.2,5.5,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.029,-4.7,-3.3,-8.0,0.0,477,SAC,"$559,782",,,,,,"$559,782"
31352,2024,5141,Filip Petrušev,,C,23.0,1,NBA,PHI,1,3.0,4.0,,,,0.0,37.5,18.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.061,-3.0,-1.9,-4.9,0.0,477,SAC,"$559,782",,,,,,"$559,782"
31353,2024,5141,Filip Petrušev,,C,23.0,1,NBA,SAC,2,7.0,5.5,0.521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.015,-5.5,-3.9,-9.3,0.0,477,SAC,"$559,782",,,,,,"$559,782"
31354,2024,4500,Frank Ntilikina,,PG,25.0,7,NBA,CHO,5,43.0,0.0,0.253,0.889,0.222,2.5,13.5,7.8,11.5,0.0,0.0,9.2,11.2,-0.1,0.0,-0.1,-0.099,-10.0,-3.4,-13.4,-0.1,399,CHO,"$2,019,706",,,,,,"$2,019,706"
31355,2024,4933,Franz Wagner,,SF,22.0,3,NBA,ORL,72,2337.0,17.6,0.575,0.305,0.291,3.6,15.7,9.6,18.8,1.6,1.1,10.0,25.7,3.1,3.2,6.4,0.131,0.9,0.3,1.2,1.9,232,ORL,"$5,508,720","$7,007,092",,,,,"$12,515,812"
31356,2024,4403,Fred VanVleet,,PG,29.0,8,NBA,HOU,73,2684.0,16.7,0.568,0.576,0.225,1.3,9.9,5.6,31.1,1.8,2.0,10.1,19.7,5.3,3.1,8.4,0.15,2.6,0.8,3.4,3.6,14,HOU,"$40,806,300","$42,846,615","$44,886,930",,,,"$128,539,845"
31357,2024,4501,Furkan Korkmaz,,SG,26.0,7,NBA,PHI,35,300.0,9.2,0.519,0.526,0.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,0.057,-3.2,0.4,-2.7,-0.1,233,IND,"$5,370,370",,,,,,"$5,370,370"
31358,2024,5142,GG Jackson II,,PF,19.0,1,NBA,MEM,48,1233.0,13.7,0.554,0.508,0.272,4.5,13.2,8.7,8.0,1.1,1.8,9.3,24.2,0.2,1.1,1.2,0.048,-0.2,-1.8,-2.0,0.0,417,MEM,"$1,991,428","$1,891,857","$2,221,677","$2,406,205",,,"$6,104,962"
31359,2024,4717,Gabe Vincent,,PG,27.0,5,NBA,LAL,11,218.0,3.1,0.341,0.571,0.041,2.1,2.4,2.3,11.6,2.0,0.0,9.1,10.9,-0.3,0.1,-0.1,-0.033,-6.9,0.4,-6.5,-0.2,151,LAL,"$10,500,000","$11,000,000","$11,500,000",,,,"$33,000,000"
31360,2024,3877,Garrett Temple,,SG,37.0,14,NBA,TOR,27,289.0,9.5,0.502,0.513,0.282,6.7,10.5,8.6,12.5,2.0,0.9,13.8,15.0,0.0,0.2,0.2,0.032,-3.4,-1.2,-4.7,-0.2,371,TOR,"$2,019,706",,,,,,"$2,019,706"
31361,2024,4718,Garrison Mathews,,SG,27.0,5,NBA,ATL,66,992.0,8.9,0.665,0.854,0.186,1.8,8.6,5.1,4.8,1.0,0.7,7.2,11.1,1.4,0.2,1.6,0.077,-2.1,-0.9,-3.0,-0.2,413,ATL,"$2,000,000","$2,230,253",,,,,
31362,2024,4245,Gary Harris,,SG,29.0,10,NBA,ORL,54,1297.0,9.4,0.587,0.69,0.152,2.2,6.1,4.1,9.1,1.9,1.0,8.9,11.7,1.1,1.5,2.7,0.099,-2.3,1.1,-1.2,0.3,117,ORL,"$13,000,000",,,,,,"$13,000,000"
31363,2024,4404,Gary Payton II,,SG,31.0,8,NBA,GSW,44,680.0,13.9,0.621,0.301,0.126,7.4,10.5,9.0,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5,178,GSW,"$8,715,000","$9,130,000",,,,,"$8,715,000"
31364,2024,4618,Gary Trent Jr.,,SG,25.0,6,NBA,TOR,71,1994.0,12.0,0.548,0.535,0.113,1.4,9.2,5.2,8.6,1.9,0.4,5.0,20.0,0.8,0.9,1.7,0.04,-1.2,-1.4,-2.6,-0.3,85,TOR,"$18,560,000",,,,,,"$18,560,000"
31365,2024,4405,Georges Niang,,PF,30.0,8,NBA,CLE,82,1831.0,9.9,0.583,0.627,0.095,1.4,15.5,8.5,7.5,0.8,0.9,9.9,17.6,0.5,2.0,2.4,0.064,-2.5,-0.4,-2.9,-0.4,177,CLE,"$8,800,000","$8,500,000","$8,200,000",,,,"$25,500,000"
31366,2024,4164,Giannis Antetokounmpo,,PF,29.0,11,NBA,MIL,73,2567.0,29.9,0.649,0.091,0.571,8.6,27.0,17.9,32.7,1.6,2.6,12.7,33.0,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,7,MIL,"$45,640,084","$48,787,676","$68,302,746","$73,766,966","$79,231,186",,"$236,497,472"
31367,2024,4719,Goga Bitadze,,C,24.0,5,NBA,ORL,62,957.0,17.8,0.629,0.067,0.416,13.3,21.9,17.5,11.7,1.7,7.0,15.1,13.3,1.8,1.9,3.7,0.186,-0.7,2.8,2.1,1.0,367,ORL,"$2,066,585",,,,,,"$2,066,585"
31368,2024,3941,Gordon Hayward,,SF,33.0,14,NBA,TOT,51,1245.0,12.8,0.548,0.223,0.298,3.4,13.0,8.1,18.3,1.6,1.0,12.6,18.4,0.6,0.9,1.5,0.058,-1.6,-0.5,-2.1,0.0,42,OKC,"$31,500,000",,,,,,"$31,500,000"
31369,2024,3941,Gordon Hayward,,SF,33.0,14,NBA,CHO,25,798.0,14.2,0.544,0.205,0.273,3.4,13.4,8.2,22.1,1.7,1.4,13.3,21.2,0.3,0.4,0.7,0.041,-1.2,-0.6,-1.8,0.0,42,OKC,"$31,500,000",,,,,,"$31,500,000"
31370,2024,3941,Gordon Hayward,,SF,33.0,14,NBA,OKC,26,447.0,10.3,0.56,0.274,0.368,3.4,12.2,8.0,11.5,1.3,0.2,10.9,13.4,0.4,0.5,0.8,0.088,-2.4,-0.2,-2.6,-0.1,42,OKC,"$31,500,000",,,,,,"$31,500,000"
31371,2024,5143,Gradey Dick,,SG,20.0,1,NBA,TOR,60,1268.0,8.9,0.546,0.542,0.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,257,TOR,"$4,536,720","$4,763,760","$4,990,560","$7,131,511",,,"$9,300,480"
31372,2024,4720,Grant Williams,,PF,25.0,5,NBA,TOT,76,2130.0,10.6,0.588,0.555,0.231,4.4,12.2,8.3,11.3,1.0,1.6,14.1,15.9,1.3,1.3,2.6,0.059,-1.9,-0.7,-2.6,-0.3,123,CHO,"$12,405,000","$13,025,250","$13,645,500","$14,265,750",,,"$53,341,500"
31373,2024,4720,Grant Williams,,PF,25.0,5,NBA,DAL,47,1242.0,8.3,0.56,0.662,0.174,4.1,10.8,7.4,8.2,0.9,1.9,13.4,13.6,0.4,1.0,1.3,0.052,-2.7,-0.7,-3.4,-0.4,123,CHO,"$12,405,000","$13,025,250","$13,645,500","$14,265,750",,,"$53,341,500"
31374,2024,4720,Grant Williams,,PF,25.0,5,NBA,CHO,29,888.0,13.9,0.618,0.438,0.295,4.9,14.2,9.4,15.7,1.1,1.3,14.7,19.0,0.9,0.3,1.3,0.07,-0.8,-0.7,-1.5,0.1,123,CHO,"$12,405,000","$13,025,250","$13,645,500","$14,265,750",,,"$53,341,500"
31375,2024,4620,Grayson Allen,,SG,28.0,6,NBA,PHO,75,2513.0,13.8,0.679,0.652,0.216,2.3,10.6,6.6,12.1,1.3,1.6,11.3,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2.0,173,PHO,"$8,925,000",,,,,,"$8,925,000"
31377,2024,5144,Gui Santos,,PF,21.0,1,NBA,GSW,23,192.0,15.6,0.656,0.491,0.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,0.169,0.0,-0.5,-0.5,0.1,468,GSW,"$1,029,483","$1,891,857","$2,221,677",,,,"$75,000"
31378,2024,4621,Hamidou Diallo,,SG,25.0,6,NBA,WAS,2,5.0,33.2,0.5,0.0,0.0,41.8,0.0,21.4,28.9,18.7,0.0,33.3,25.3,0.0,0.0,0.0,0.204,2.7,16.0,18.7,0.0,494,WAS,"$116,075",,,,,,"$116,075"
31379,2024,4089,Harrison Barnes,,PF,31.0,12,NBA,SAC,82,2381.0,11.9,0.611,0.526,0.268,3.1,8.8,5.9,5.6,1.1,0.5,6.6,15.7,3.1,1.5,4.7,0.094,-0.6,-1.2,-1.8,0.1,97,SAC,"$17,000,000","$18,000,000","$19,000,000",,,,"$54,000,000"
31380,2024,4622,Harry Giles,,C,25.0,4,NBA,TOT,23,100.0,14.8,0.503,0.28,0.26,12.8,20.0,16.4,10.5,1.0,2.7,9.7,26.7,0.0,0.1,0.1,0.027,-2.7,-2.0,-4.8,-0.1,401,BRK,"$2,019,706",,,,,,"$2,019,706"
31381,2024,4622,Harry Giles,,C,25.0,4,NBA,BRK,16,81.0,18.5,0.543,0.25,0.295,15.7,19.5,17.6,13.0,0.6,3.3,10.8,29.8,0.0,0.1,0.1,0.071,-1.1,-1.8,-2.8,0.0,401,BRK,"$2,019,706",,,,,,"$2,019,706"
31382,2024,4622,Harry Giles,,C,25.0,4,NBA,LAL,7,19.0,-1.0,0.167,0.5,0.0,0.0,22.3,11.7,0.0,2.5,0.0,0.0,13.6,-0.1,0.0,-0.1,-0.162,-9.7,-3.2,-12.9,-0.1,401,BRK,"$2,019,706",,,,,,"$2,019,706"
31383,2024,4623,Haywood Highsmith,,PF,27.0,4,NBA,MIA,66,1366.0,11.1,0.587,0.584,0.109,5.3,12.1,8.7,7.2,1.9,2.1,9.0,12.4,1.1,1.9,3.1,0.108,-1.8,1.1,-0.7,0.5,426,MIA,"$1,902,137",,,,,,"$1,902,137"
31385,2024,4939,Herbert Jones,,SF,25.0,3,NBA,NOP,76,2321.0,13.2,0.636,0.464,0.269,3.6,9.4,6.5,11.3,2.2,2.6,12.4,14.1,3.3,3.0,6.3,0.131,-0.9,1.5,0.6,1.6,131,NOP,"$12,015,150","$12,976,362","$13,937,574","$14,898,786",,,"$53,827,872"
31386,2024,5146,Hunter Tyson,,PF,23.0,1,NBA,DEN,18,48.0,6.0,0.5,0.7,0.0,2.4,18.0,10.4,5.6,1.0,0.0,9.1,20.0,0.0,0.1,0.0,0.007,-6.8,-2.1,-8.9,-0.1,459,DEN,"$1,119,563","$1,891,857","$2,221,677","$2,406,205",,,"$5,233,097"
31388,2024,4837,Immanuel Quickley,,PG-SG,24.0,4,NBA,TOT,68,1985.0,16.7,0.577,0.484,0.274,0.9,13.7,7.2,24.6,1.2,0.5,9.2,23.8,3.5,1.2,4.7,0.115,2.2,-0.9,1.3,1.7,267,TOR,"$4,171,548",,,,,,"$4,171,548"
31389,2024,4837,Immanuel Quickley,,SG,24.0,4,NBA,NYK,30,720.0,17.1,0.598,0.484,0.281,0.8,11.3,6.0,15.9,1.1,0.4,7.6,24.4,1.6,0.6,2.2,0.149,2.7,-0.2,2.5,0.8,267,TOR,"$4,171,548",,,,,,"$4,171,548"
31390,2024,4837,Immanuel Quickley,,PG,24.0,4,NBA,TOR,38,1265.0,16.5,0.564,0.485,0.27,1.0,15.1,7.9,29.5,1.3,0.5,10.1,23.5,1.9,0.6,2.5,0.095,1.9,-1.3,0.6,0.8,267,TOR,"$4,171,548",,,,,,"$4,171,548"
31391,2024,4838,Isaac Okoro,,SF,23.0,4,NBA,CLE,69,1887.0,11.4,0.599,0.448,0.285,4.0,8.2,6.1,9.5,1.5,1.6,9.1,13.9,2.1,2.0,4.2,0.106,-1.8,0.7,-1.1,0.4,174,CLE,"$8,920,795",,,,,,"$8,920,795"
31392,2024,4627,Isaiah Hartenstein,,C,25.0,6,NBA,NYK,75,1896.0,18.9,0.67,0.008,0.43,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12.0,4.6,3.5,8.1,0.204,0.7,2.8,3.5,2.6,171,NYK,"$9,245,121",,,,,,"$9,245,121"
31393,2024,4940,Isaiah Jackson,,C,22.0,3,NBA,IND,59,771.0,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7,323,IND,"$2,696,280","$4,435,381",,,,,"$7,131,661"
31394,2024,4839,Isaiah Joe,,SG,24.0,4,NBA,OKC,78,1445.0,13.4,0.626,0.728,0.107,2.6,11.0,6.9,8.9,1.5,1.4,8.5,16.6,1.9,1.6,3.5,0.116,1.1,-0.3,0.9,1.0,416,OKC,"$1,997,238","$2,164,993",,,,,
31395,2024,4941,Isaiah Livers,,PF,25.0,3,NBA,DET,23,469.0,5.1,0.46,0.664,0.155,3.5,8.0,5.7,7.0,1.3,0.9,11.4,12.7,-0.3,0.2,-0.1,-0.015,-5.0,-1.5,-6.5,-0.5,431,WAS,"$1,836,096",,,,,,"$1,836,096"
31397,2024,4840,Isaiah Stewart,,PF,22.0,4,NBA,DET,46,1423.0,11.3,0.6,0.458,0.223,5.7,18.4,11.9,7.1,0.6,2.3,13.6,14.5,0.9,0.8,1.7,0.056,-1.6,-0.7,-2.3,-0.1,236,DET,"$5,266,713","$15,000,000","$15,000,000","$15,000,000","$15,000,000",,"$50,266,713"
31400,2024,3946,Ish Smith,,PG,35.0,14,NBA,CHO,43,741.0,6.8,0.435,0.051,0.025,1.6,10.2,5.8,26.4,1.1,0.5,22.7,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9,398,CHO,"$2,019,706",,,,,,"$2,019,706"
31401,2024,4943,Ish Wainright,,SF,29.0,3,NBA,TOT,11,62.0,8.9,0.462,0.833,0.083,5.8,20.8,12.7,2.0,3.2,1.5,7.4,18.5,0.0,0.1,0.0,0.029,-2.9,0.5,-2.4,0.0,424,POR,"$1,927,896",,,,,,"$1,927,896"
31402,2024,4943,Ish Wainright,,SF,29.0,3,NBA,POR,7,46.0,10.2,0.53,0.889,0.111,0.0,23.3,11.0,0.0,2.1,2.0,5.0,18.4,0.0,0.1,0.1,0.054,-1.2,0.6,-0.6,0.0,424,POR,"$1,927,896",,,,,,"$1,927,896"
31403,2024,4943,Ish Wainright,,SF,29.0,3,NBA,PHO,4,16.0,5.2,0.25,0.667,0.0,22.3,13.4,17.7,7.6,6.1,0.0,14.3,19.0,0.0,0.0,0.0,-0.042,-7.8,0.3,-7.5,0.0,424,POR,"$1,927,896",,,,,,"$1,927,896"
31404,2024,4410,Ivica Zubac,,C,26.0,8,NBA,LAC,68,1794.0,19.3,0.671,0.0,0.32,12.8,26.2,19.7,7.5,0.6,4.2,11.8,16.4,4.5,2.3,6.8,0.182,0.8,0.0,0.8,1.3,146,LAC,"$10,933,333","$11,743,210",,,,,"$22,676,543"
31407,2024,4972,JT Thor,,PF,21.0,3,NBA,CHO,63,781.0,9.1,0.519,0.443,0.109,6.0,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5,436,CHO,"$1,836,096","$1,988,598",,,,,
31408,2024,4723,Ja Morant,,PG,24.0,5,NBA,MEM,9,318.0,20.6,0.57,0.3,0.376,2.0,15.8,8.6,42.2,1.1,1.5,12.0,30.4,0.5,0.3,0.8,0.124,2.7,0.4,3.1,0.4,30,MEM,"$34,005,250","$36,725,670","$39,446,090","$42,166,510","$44,886,930",,"$197,230,450"
31409,2024,3824,JaVale McGee,,C,36.0,16,NBA,SAC,46,339.0,19.0,0.609,0.053,0.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,0.101,-1.9,0.6,-1.3,0.1,347,DAL,"$4,368,030","$2,208,856","$2,208,856","$2,208,856","$2,208,856",,"$11,183,748"
31409,2024,3824,JaVale McGee,,C,36.0,16,NBA,SAC,46,339.0,19.0,0.609,0.053,0.341,13.6,28.4,20.8,7.6,2.0,5.4,18.3,23.4,0.1,0.6,0.7,0.101,-1.9,0.6,-1.3,0.1,374,SAC,"$4,368,030","$2,208,856","$2,208,856","$2,208,856","$2,208,856",,"$2,019,706"
31410,2024,5048,Jabari Smith Jr.,,PF,20.0,2,NBA,HOU,76,2424.0,13.8,0.571,0.456,0.222,6.1,21.3,13.6,7.1,1.0,2.3,8.9,17.6,2.4,3.2,5.6,0.111,-0.5,0.1,-0.4,1.0,170,HOU,"$9,326,520","$9,770,880","$12,350,392",,,,"$19,097,400"
31411,2024,5049,Jabari Walker,,SF,21.0,2,NBA,POR,72,1700.0,13.0,0.546,0.273,0.336,9.4,25.0,16.7,6.2,1.2,1.2,10.2,16.3,1.4,1.6,2.9,0.083,-2.4,-0.9,-3.3,-0.6,449,POR,"$1,719,864","$2,019,699",,,,,"$1,719,864"
31412,2024,5050,Jack White,,SF,26.0,2,NBA,MEM,4,64.0,1.1,0.188,0.625,0.0,6.6,14.2,10.3,2.0,3.1,1.5,11.1,12.1,-0.2,0.1,-0.1,-0.1,-9.1,-1.2,-10.3,-0.1,475,OKC,"$600,000",,,,,,"$600,000"
31417,2024,5052,Jaden Hardy,,SG,21.0,2,NBA,DAL,73,989.0,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,0.014,-2.0,-2.1,-4.1,-0.5,446,DAL,"$1,719,864","$2,019,699",,,,,"$2,119,864"
31418,2024,5053,Jaden Ivey,,SG,21.0,2,NBA,DET,77,2217.0,12.4,0.536,0.379,0.311,4.3,9.1,6.6,20.2,1.2,1.6,14.7,24.9,-0.5,1.0,0.5,0.01,-1.4,-1.7,-3.1,-0.6,194,DET,"$7,614,480","$7,977,240","$10,107,163",,,,"$15,591,720"
31419,2024,4841,Jaden McDaniels,,SF,23.0,4,NBA,MIN,72,2105.0,9.4,0.571,0.406,0.126,3.2,8.7,6.0,6.8,1.5,1.8,11.6,15.7,0.3,3.1,3.4,0.077,-3.3,0.7,-2.6,-0.3,277,MIN,"$3,901,399","$22,586,207","$24,393,104","$26,200,001","$28,006,898","$29,813,790","$134,901,399"
31420,2024,4944,Jaden Springer,,SG-PG,21.0,3,NBA,TOT,49,507.0,10.7,0.49,0.324,0.284,7.1,9.8,8.4,11.5,3.5,2.7,17.0,17.1,-0.3,0.8,0.6,0.052,-4.9,1.5,-3.4,-0.2,360,BOS,"$2,226,240","$4,018,363",,,,,"$6,244,603"
31421,2024,4944,Jaden Springer,,SG,21.0,3,NBA,PHI,32,377.0,10.6,0.481,0.314,0.288,7.2,9.8,8.5,12.6,3.3,2.7,16.4,18.2,-0.2,0.5,0.3,0.038,-4.5,1.0,-3.4,-0.1,360,BOS,"$2,226,240","$4,018,363",,,,,"$6,244,603"
31422,2024,4944,Jaden Springer,,PG,21.0,3,NBA,BOS,17,130.0,10.9,0.522,0.367,0.267,6.9,9.6,8.3,8.6,4.2,2.7,19.3,13.9,0.0,0.3,0.2,0.092,-6.0,2.8,-3.2,0.0,360,BOS,"$2,226,240","$4,018,363",,,,,"$6,244,603"
31423,2024,4091,Jae Crowder,,PF,33.0,12,NBA,MIL,50,1156.0,8.9,0.546,0.615,0.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,386,MIL,"$2,019,706",,,,,,"$2,019,706"
31424,2024,4842,Jae'Sean Tate,,SF,28.0,4,NBA,HOU,65,1031.0,9.3,0.538,0.336,0.17,6.3,14.3,10.2,8.2,2.0,1.3,13.1,11.7,0.4,1.3,1.8,0.082,-3.7,1.5,-2.3,-0.1,212,HOU,"$6,500,000","$7,065,217",,,,,"$6,500,000"
31426,2024,5151,Jaime Jaquez Jr.,,SF,22.0,1,NBA,MIA,75,2113.0,12.9,0.574,0.29,0.251,4.4,11.0,7.6,13.9,1.8,0.9,12.4,18.7,1.4,2.7,4.0,0.092,-2.2,0.3,-1.9,0.1,290,MIA,"$3,510,600","$3,685,800","$3,861,600","$5,939,141",,,"$7,196,400"
31427,2024,5054,Jake LaRavia,,PF,22.0,2,NBA,MEM,35,806.0,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1.0,0.062,-1.4,-1.0,-2.5,-0.1,298,MEM,"$3,199,920","$3,352,680","$5,163,127",,,,"$6,552,600"
31428,2024,4412,Jakob Poeltl,,C,28.0,8,NBA,TOR,50,1319.0,18.9,0.653,0.0,0.283,11.9,24.1,17.9,14.0,1.3,5.1,15.3,16.2,2.4,1.4,3.8,0.138,-0.3,1.0,0.7,0.9,79,TOR,"$19,500,000","$19,500,000","$19,500,000","$19,500,000",,,"$58,500,000"
31429,2024,4630,Jalen Brunson,,PG,27.0,6,NBA,NYK,77,2726.0,23.4,0.592,0.319,0.302,1.8,9.7,5.7,33.5,1.3,0.4,9.1,32.5,8.8,2.4,11.2,0.198,6.3,-0.4,5.8,5.4,53,NYK,"$26,346,666","$24,960,001","$24,960,001",,,,"$51,306,667"
31431,2024,5055,Jalen Duren,,C,20.0,2,NBA,DET,61,1777.0,18.7,0.653,0.007,0.321,11.8,33.0,22.2,12.7,0.9,2.3,16.7,18.5,3.0,1.8,4.8,0.13,-0.2,0.1,-0.1,0.9,263,DET,"$4,330,680","$4,536,840","$6,483,144",,,,"$8,867,520"
